categoria,nombre,precio,precio_transferencia,descripcion,variantes,url
"" ,"PRO PLAN REDUCE CALORIE RAZA MEDIANA & GRANDE X 15KG","Precio sin impuestos
                            : $0,00","$133.500,00 Precio sin impuestos $110.330,58 $126.825,00 con Transferencia o depósito bancario 💰","Descripción: Fórmula de vanguardia que ayuda a lograr un peso corporal ideal, facilita la pérdida de peso en forma sana y protege a largo plazo la salud general. Un peso corporal saludable y una condi","","https://lamascoteranoa.com.ar/productos/pro-plan-reduce-calorie-raza-mediana-grande-x-15kg/"
"" ,"PRO PLAN REDUCE CALORIE RAZA MEDIANA & GRANDE X 3KG","Precio sin impuestos
                            : $0,00","$45.600,00 Precio sin impuestos $37.685,95 $43.320,00 con Transferencia o depósito bancario 💰","Descripción: Fórmula de vanguardia que ayuda a lograr un peso corporal ideal, facilita la pérdida de peso en forma sana y protege a largo plazo la salud general. Un peso corporal saludable y una condi","","https://lamascoteranoa.com.ar/productos/pro-plan-reduce-calorie-raza-mediana-grande-x-3kg/"
"" ,"PRO PLAN REDUCE CALORIE RAZA PEQUEÑA X 1KG","Precio sin impuestos
                            : $0,00","$17.500,00 Precio sin impuestos $14.462,81 $16.625,00 con Transferencia o depósito bancario 💰","Descripción: Fórmula de vanguardia que ayuda a lograr un peso corporal ideal, facilita la pérdida de peso en forma sana y protege a largo plazo la salud general. Un peso corporal saludable y una condi","","https://lamascoteranoa.com.ar/productos/pro-plan-reduce-calorie-raza-pequena-x-1kg/"
"" ,"PRO PLAN REDUCE CALORIE RAZA PEQUEÑA X 3KG","Precio sin impuestos
                            : $0,00","$47.500,00 Precio sin impuestos $39.256,20 $45.125,00 con Transferencia o depósito bancario 💰","Descripción: Fórmula de vanguardia que ayuda a lograr un peso corporal ideal, facilita la pérdida de peso en forma sana y protege a largo plazo la salud general. Un peso corporal saludable y una condi","","https://lamascoteranoa.com.ar/productos/pro-plan-reduce-calorie-raza-pequena-x-3kg/"
"" ,"PRO PLAN REDUCE CALORIE RAZA PEQUEÑA X 7,5KG","Precio sin impuestos
                            : $0,00","$95.000,00 Precio sin impuestos $78.512,40 $90.250,00 con Transferencia o depósito bancario 💰","Descripción: Fórmula de vanguardia que ayuda a lograr un peso corporal ideal, facilita la pérdida de peso en forma sana y protege a largo plazo la salud general. Un peso corporal saludable y una condi","","https://lamascoteranoa.com.ar/productos/pro-plan-reduce-calorie-raza-pequena-x-75kg/"
"" ,"PRO PLAN REDUCED CALORIE CAT X 1KG","Precio sin impuestos
                            : $0,00","$20.000,00 Precio sin impuestos $16.528,93 $19.000,00 con Transferencia o depósito bancario 💰","Alimento completo y balanceado para gatos poco activos o con exceso de peso. Es una tecnología exclusiva, gracias a la reducción de un 35%(*) de las grasas, junto con unos niveles elevados de proteína","","https://lamascoteranoa.com.ar/productos/pro-plan-reduced-calorie-cat-x-1kg/"
"" ,"PRO PLAN REDUCED CALORIE CAT X 3KG","Precio sin impuestos
                            : $0,00","$53.000,00 Precio sin impuestos $43.801,65 $50.350,00 con Transferencia o depósito bancario 💰","Alimento completo y balanceado para gatos poco activos o con exceso de peso. Es una tecnología exclusiva, gracias a la reducción de un 35%(*) de las grasas, junto con unos niveles elevados de proteína","","https://lamascoteranoa.com.ar/productos/pro-plan-reduced-calorie-cat-x-3kg/"
"" ,"PRO PLAN REDUCED CALORIE CAT X 7,5KG","Precio sin impuestos
                            : $0,00","$109.700,00 Precio sin impuestos $90.661,16 $104.215,00 con Transferencia o depósito bancario 💰","Alimento completo y balanceado para gatos poco activos o con exceso de peso. Es una tecnología exclusiva, gracias a la reducción de un 35%(*) de las grasas, junto con unos niveles elevados de proteína","","https://lamascoteranoa.com.ar/productos/pro-plan-reduced-calorie-cat-x-75kg/"
"" ,"PRO PLAN SENSITIVE CAT X 1KG","Precio sin impuestos
                            : $0,00","$26.800,00 Precio sin impuestos $22.148,76 $25.460,00 con Transferencia o depósito bancario 💰","ALIMENTO BALANCEADO COMPLETO PARA GATOS ADULTOS. Formulado para gatos adultos con piel y estómago sensible. Formulado con carne de pavo como primer ingrediente, fuente de proteína alternativa de alta ","","https://lamascoteranoa.com.ar/productos/pro-plan-sensitive-cat-x-1kg/"
"" ,"PRO PLAN SENSITIVE CAT X 3KG","Precio sin impuestos
                            : $0,00","$70.800,00 Precio sin impuestos $58.512,40 $67.260,00 con Transferencia o depósito bancario 💰","ALIMENTO BALANCEADO COMPLETO PARA GATOS ADULTOS. Formulado para gatos adultos con piel y estómago sensible. Formulado con carne de pavo como primer ingrediente, fuente de proteína alternativa de alta ","","https://lamascoteranoa.com.ar/productos/pro-plan-sensitive-cat-x-3kg/"
"" ,"PRO PLAN SENSITIVE CAT X 7,5KG","Precio sin impuestos
                            : $0,00","$121.400,00 Precio sin impuestos $100.330,58 $115.330,00 con Transferencia o depósito bancario 💰","ALIMENTO BALANCEADO COMPLETO PARA GATOS ADULTOS. Formulado para gatos adultos con piel y estómago sensible. Formulado con carne de pavo como primer ingrediente, fuente de proteína alternativa de alta ","","https://lamascoteranoa.com.ar/productos/pro-plan-sensitive-cat-x-75kg/"
"" ,"PRO PLAN SENSITIVE SKIN RAZA MEDIANA & GRANDE X 15KG","Precio sin impuestos
                            : $0,00","$133.300,00 Precio sin impuestos $110.165,29 $126.635,00 con Transferencia o depósito bancario 💰","Descripción: Provee nutrición de avanzada para ayudar a minimizar el riesgo de la irritación de la piel asociada con la sensibilidad alimentaria. Dieta de alta tolerancia desarrollada especialmente pa","","https://lamascoteranoa.com.ar/productos/pro-plan-sensitive-skin-raza-mediana-grande-x-15kg/"
"" ,"PRO PLAN SENSITIVE SKIN RAZA MEDIANA & GRANDE X 3KG","Precio sin impuestos
                            : $0,00","$45.300,00 Precio sin impuestos $37.438,02 $43.035,00 con Transferencia o depósito bancario 💰","Descripción: Provee nutrición de avanzada para ayudar a minimizar el riesgo de la irritación de la piel asociada con la sensibilidad alimentaria. Dieta de alta tolerancia desarrollada especialmente pa","","https://lamascoteranoa.com.ar/productos/pro-plan-sensitive-skin-raza-mediana-grande-x-3kg/"
"" ,"PRO PLAN SENSITIVE SKIN RAZA PEQUEÑA X 1KG","Precio sin impuestos
                            : $0,00","$17.500,00 Precio sin impuestos $14.462,81 $16.625,00 con Transferencia o depósito bancario 💰","Descripción Ayuda a minimizar el riesgo de la irritación de la piel asociada con la sensibilidad alimentaria. Formulado con fuentes de proteínas limitadas y seleccionadas como el salmón. También tiene","","https://lamascoteranoa.com.ar/productos/pro-plan-sensitive-skin-raza-pequena-x-1kg/"
"" ,"PRO PLAN SENSITIVE SKIN RAZA PEQUEÑA X 3KG","Precio sin impuestos
                            : $0,00","$47.500,00 Precio sin impuestos $39.256,20 $45.125,00 con Transferencia o depósito bancario 💰","Descripcion Ayuda a minimizar el riesgo de la irritación de la piel asociada con la sensibilidad alimentaria. Formulado con fuentes de proteínas limitadas y seleccionadas como el salmón. También tiene","","https://lamascoteranoa.com.ar/productos/pro-plan-sensitive-skin-raza-pequena-x-3kg/"
"" ,"PRO PLAN SENSITIVE SKIN RAZA PEQUEÑA X 7,5KG","Precio sin impuestos
                            : $0,00","$95.200,00 Precio sin impuestos $78.677,69 $90.440,00 con Transferencia o depósito bancario 💰","Descripción Ayuda a minimizar el riesgo de la irritación de la piel asociada con la sensibilidad alimentaria. Formulado con fuentes de proteínas limitadas y seleccionadas como el salmón. También tiene","","https://lamascoteranoa.com.ar/productos/pro-plan-sensitive-skin-raza-pequena-x-75kg/"
"" ,"PRO PLAN STERILIZED CAT X 1KG","Precio sin impuestos
                            : $0,00","$25.300,00 Precio sin impuestos $20.909,09 $24.035,00 con Transferencia o depósito bancario 💰","Alimento completo y balanceado para gatos adultos castrados o esterilizados. La esterilización y/o castración conduce a cambios que pueden predisponer a un aumento de peso. OptiRenal® ayuda a mantener","","https://lamascoteranoa.com.ar/productos/pro-plan-sterilized-cat-x-1kg/"
"" ,"PRO PLAN URINARY CAT X 15KG","Precio sin impuestos
                            : $0,00","$220.200,00 Precio sin impuestos $181.983,47 $209.190,00 con Transferencia o depósito bancario 💰","Alimento completo y balanceado para gatos adultos. Es una tecnología exclusiva, que incluye una combinación de nutrientes que ayuda a prevenir la formación de cristales de estruvita y de oxalato, mant","","https://lamascoteranoa.com.ar/productos/pro-plan-urinary-cat-x-15kg/"
"" ,"PRO PLAN URINARY CAT X 1KG","Precio sin impuestos
                            : $0,00","$25.300,00 Precio sin impuestos $20.909,09 $24.035,00 con Transferencia o depósito bancario 💰","Alimento completo y balanceado para gatos adultos. Con una tecnología exclusiva, que incluye una combinación de nutrientes que ayuda a prevenir la formación de cristales de estruvita y de oxalato, man","","https://lamascoteranoa.com.ar/productos/pro-plan-urinary-cat-x-1kg/"
"" ,"Palitas Sanitarias","Precio sin impuestos
                            : $0,00","$1.100,00 Precio sin impuestos $909,09 $1.045,00 con Transferencia o depósito bancario 💰","Palita sanitaria tamaño mediano Mango largo, lo que permite tener alejada las heces del gato Fabricada en plástico resistente lo que le da mucha durabilidad para el uso diario","","https://lamascoteranoa.com.ar/productos/palitas-sanitarias/"
"" ,"Pasta dental PET O DENT x 125 grs.","Precio sin impuestos
                            : $0,00","$11.500,00 Precio sin impuestos $9.504,13 $10.925,00 con Transferencia o depósito bancario 💰","Crema Dental ¡Mejora el aliento! Este producto ha sido desarrollado para limpiar los dientes, combatir la placa y el sarro, ayudando a prevenir las enfermedades de los dientes y las encías, así como t","","https://lamascoteranoa.com.ar/productos/pasta-dental-pet-o-dent-x-125-grs/"
"" ,"PellCat Piedras Sanitarias x 1.7 kg.","Precio sin impuestos
                            : $0,00","$2.100,00 Precio sin impuestos $1.735,54 $1.995,00 con Transferencia o depósito bancario 💰","Pellets de aserrín sanitario natural para la higiene de gatos y roedores, producto natural, super absorbente, elimina todos los olores. Aserrín Madera: Las materias primas utilizadas en la elaboración","","https://lamascoteranoa.com.ar/productos/pellet-para-gatos-x-1-7-kg/"
"" ,"PellCat Piedras Sanitarias x 3.8 kg.","Precio sin impuestos
                            : $0,00","$4.200,00 Precio sin impuestos $3.471,07 $3.990,00 con Transferencia o depósito bancario 💰","Pellets de aserrín sanitario natural para la higiene de gatos y roedores, producto natural, super absorbente, elimina todos los olores. Aserrín Madera: Las materias primas utilizadas en la elaboración","","https://lamascoteranoa.com.ar/productos/pellet-para-gatos-x-3-8-kg/"
"" ,"Pelota Chica con Soga Alpina largo de 25 cm.","Precio sin impuestos
                            : $0,00","$5.600,00 Precio sin impuestos $4.628,10 $5.320,00 con Transferencia o depósito bancario 💰","8 mm x Largo 25 cm. Peso: 39.5 grs","","https://lamascoteranoa.com.ar/productos/pelota-chica-con-soga-alpina-largo-de-25-cm/"
"" ,"Pelota Mediana con Soga Alpina largo de 70 cm.","Precio sin impuestos
                            : $0,00","$8.100,00 Precio sin impuestos $6.694,21 $7.695,00 con Transferencia o depósito bancario 💰","12 mm x Largo 70 cm. Peso: 95 grs. (Pelota)​","","https://lamascoteranoa.com.ar/productos/pelota-mediana-con-soga-alpina-largo-de-70-cm/"
"" ,"Pelota Rugby Grande de Goma","Precio sin impuestos
                            : $0,00","$9.300,00 Precio sin impuestos $7.685,95 $8.835,00 con Transferencia o depósito bancario 💰","Material resistente, ideal para que tu mascota gaste energia y se divierta!","","https://lamascoteranoa.com.ar/productos/pelota-rugby-grande-de-goma/"
"" ,"Pelota Sacapelusa x4 unidades para Lavarropas P+","Precio sin impuestos
                            : $0,00","$5.300,00 Precio sin impuestos $4.380,17 $5.035,00 con Transferencia o depósito bancario 💰","🧺 Pack x4 Pelotas Sacapelusas para Lavarropas – Reutilizables y Efectivas Decile chau a los pelos en la ropa con este pack de 4 pelotas sacapelusas para lavarropas , especialmente diseñadas para atrap","","https://lamascoteranoa.com.ar/productos/pelota-sacapelusa-x4-unidades-para-lavarropas-p/"
"" ,"Pelota con Cascabel","Precio sin impuestos
                            : $0,00","$6.800,00 Precio sin impuestos $5.619,83 $6.460,00 con Transferencia o depósito bancario 💰","Excelente y divertido juguete para su gato. Original pelota de caucho con forma irregular, muy fácil de agarrar. Gracias a su forma de ""nudos"", es perfecta para morder y jugar, masajear las encías y a","","https://lamascoteranoa.com.ar/productos/pelota-con-cascabel/"
"" ,"Pelota con Chifle","Precio sin impuestos
                            : $0,00","$2.700,00 Precio sin impuestos $2.231,40 $2.565,00 con Transferencia o depósito bancario 💰","PELUCHE COMIDA CON CHIFLE $0,00 $4.900,00 $4.655,00 con Transferencia o depósito bancario 💰","","https://lamascoteranoa.com.ar/productos/pelota-con-chifle/"
"" ,"Pelota con Sonrisa de Chifle","Precio sin impuestos
                            : $0,00","$4.400,00 Precio sin impuestos $3.636,36 $4.180,00 con Transferencia o depósito bancario 💰","Una divertida pelota para mascotas en varios colores para mantener a tu perro estimulado mental y físicamente Material: goma. Evade el pegamento, ligero y no tóxico","","https://lamascoteranoa.com.ar/productos/pelota-con-sonrisa-de-chifle/"
"" ,"Performance Adulto x 15 kg.","Precio sin impuestos
                            : $0,00","$94.700,00 Precio sin impuestos $78.264,46 $89.965,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros adultos. Caracteristicas: El Alimento Club Performance Perro Adulto está diseñado para cubrir todas las necesidades nutricionales de los perros adult","","https://lamascoteranoa.com.ar/productos/performance-adulto-x-15-kg/"
"" ,"Performance Adulto x 20 kg.","Precio sin impuestos
                            : $0,00","$119.500,00 Precio sin impuestos $98.760,33 $113.525,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros adultos. Caracteristicas: El Alimento Club Performance Perro Adulto está diseñado para cubrir todas las necesidades nutricionales de los perros adult","","https://lamascoteranoa.com.ar/productos/performance-adulto-x-20-kg/"
